Country,Country Code,Year,NPLs,Inflation,Credit_to_Private_Sector,Debt,Trade,GDP,GDP_Growth,Unemployment,x,y,_algo
"Bahamas, The",BHS,1976,,,0.1410867958,,,-0.2348704422,0.3021123940,,18.8969974518,2.3733580112,UMAP
Bahrain,BHR,1976,,,-0.0650333925,,,-0.2347150569,4.4084076149,,20.6902999878,3.0917441845,UMAP
Bangladesh,BGD,1976,,,-1.0223030121,,-1.0640966142,-0.2333035390,0.3794249349,,19.7485179901,4.1000213623,UMAP
Barbados,BRB,1976,,,-0.2048798031,,,-0.2349045400,0.1681686361,0.3319522743,18.5130863190,4.1265373230,UMAP
Belgium,BEL,1976,,-0.0352593398,,,0.4004631309,-0.2232163735,0.3780261708,-0.2521850179,18.4920024872,3.5914564133,UMAP
Belize,BLZ,1976,,,-0.4525160507,,,-0.2349605709,-0.5452841099,,19.5005512238,3.4907200336,UMAP
Benin,BEN,1976,,,-0.6314656608,,-0.6383556066,-0.2348611303,-0.3961752801,,19.8485202789,2.3297064304,UMAP
Bermuda,BMU,1976,,,,,,-0.2349127443,0.9115128097,,20.5380363464,2.7606585026,UMAP
Bhutan,BTN,1976,,,,,,-0.2349619986,0.9141272830,,20.1267948151,2.2196784019,UMAP
Bolivia,BOL,1976,,,-0.7652482463,,-0.3718763321,-0.2345246077,0.2094662572,-0.4608054794,19.4198665619,2.5705120564,UMAP
Botswana,BWA,1976,,,-0.6012539403,,0.7918623083,-0.2349151050,1.1889603668,,19.6847419739,3.5513606071,UMAP
Brazil,BRA,1976,,,0.2149554199,,-1.1814984566,-0.2096467526,1.1255993696,-1.0484197793,19.4515438080,4.7506761551,UMAP
Brunei Darussalam,BRN,1976,,,,,-0.4786971175,-0.2344714545,2.8493898393,-0.0174869987,18.4851379395,4.1563024521,UMAP
Burkina Faso,BFA,1976,,,-0.7599332811,,-0.8116283902,-0.2348151339,0.8459753075,,20.0657634735,2.8583507538,UMAP
Burundi,BDI,1976,,,-1.0011463638,,-0.9067452551,-0.2349024726,0.7498194906,,19.8817520142,2.4438455105,UMAP
Cambodia,KHM,1976,,,,,,-0.2348459245,-0.5397604303,,20.8886432648,2.6443290710,UMAP
Cameroon,CMR,1976,,,-0.5937090708,,-0.5205458514,-0.2344973643,-1.4319576626,,19.5988063812,3.0600111485,UMAP
Canada,CAN,1976,,-0.0543212860,-0.0130106323,,-0.6335234237,-0.2006996801,0.4164294316,-0.1496132910,17.3444709778,4.2480616570,UMAP
Caribbean small states,CSS,1976,,,-0.4352542829,,,-0.2341600585,0.3321412238,,20.2108173370,3.1254787445,UMAP
Central African Republic,CAF,1976,,,-0.8251964738,,-0.4909085277,-0.2349020196,0.3422698397,,18.9683246613,3.1071231365,UMAP
Chad,TCD,1976,,,-0.8688927632,,-0.6688851037,-0.2348334079,-0.0557998217,,19.6500453949,2.9532880783,UMAP
Chile,CHL,1976,,2.4972557418,,,-0.6491477406,-0.2332363375,0.0455021293,0.8343798858,20.2810020447,3.0402581692,UMAP
China,CHN,1976,,,,,-1.3157610864,-0.2094767731,-0.7946675054,,18.5675659180,2.5936992168,UMAP
Colombia,COL,1976,,0.0991045755,-0.4066097343,,-0.8956894387,-0.2324395870,0.2279431638,,19.9421577454,2.5867052078,UMAP
"Congo, Dem. Rep.",COD,1976,,,-0.9816036381,,,-0.2333810209,-1.4017363480,,20.9368324280,3.5184357166,UMAP
"Congo, Rep.",COG,1976,,,-0.6161745597,,0.5995288003,-0.2348518461,-0.3909910192,,19.6768836975,2.9095606804,UMAP
Costa Rica,CRI,1976,,,,,-0.2487707675,-0.2345776582,0.3560779150,,19.4735355377,2.6300411224,UMAP
Cote d'Ivoire,CIV,1976,,,-0.2547245958,,0.0300305867,-0.2342056538,1.5573612819,,19.8181915283,3.6970551014,UMAP
Cuba,CUB,1976,,,,,0.0070094569,-0.2326962154,0.3415297116,,19.1251049042,3.1895611286,UMAP
Cyprus,CYP,1976,,,,,0.7064897567,-0.2348813584,2.7506989681,-0.0957196718,19.2705287933,3.7580292225,UMAP
Denmark,DNK,1976,,-0.0359874125,0.0530676320,,-0.3021553103,-0.2276169714,0.4333354676,-0.4608054794,19.4626617432,2.1003763676,UMAP
Dominican Republic,DOM,1976,,,,,-0.4917517987,-0.2343231596,0.5526255963,,18.9031047821,3.5121364594,UMAP
Early-demographic dividend,EAR,1976,,,-0.5964024160,,-0.8119646001,-0.1126437069,0.5955142575,,19.8796195984,3.5772774220,UMAP
East Asia & Pacific,EAS,1976,,,1.3719201250,,-0.9305168188,-0.0623324335,0.1384094181,,16.6429748535,3.4859201908,UMAP
East Asia & Pacific (IDA & IBRD countries),TEA,1976,,,,,-1.2034245636,-0.1931892840,-0.0928640940,,20.3080463409,4.4279313087,UMAP
East Asia & Pacific (excluding high income),EAP,1976,,,,,-1.2034245636,-0.1931469087,-0.0922721758,,20.4350318909,4.5774383545,UMAP
Ecuador,ECU,1976,,-0.0214514300,,,-0.8352316558,-0.2334730773,0.6612557849,,19.2424030304,3.3357641697,UMAP
"Egypt, Arab Rep.",EGY,1976,,,-0.6827090793,,-0.6173866819,-0.2327745343,1.6163458057,,19.3033256531,3.1493346691,UMAP
El Salvador,SLV,1976,,,,,-0.0807165548,-0.2345915950,0.2800434811,,17.9790725708,2.7806396484,UMAP
Equatorial Guinea,GNQ,1976,,,,,,-0.2349594863,,,19.4364261627,3.9279062748,UMAP
Eswatini,SWZ,1976,,,-0.6215775896,,,-0.2349315554,-0.8838748769,,20.7924308777,3.6315603256,UMAP
Ethiopia,ETH,1976,,,-0.9839835720,,,-0.2341590599,-0.5155994097,,20.8470706940,3.4160716534,UMAP
Euro area,EMU,1976,,-0.0261615597,,,-0.5805387513,0.0252080136,0.2778100864,,16.2460861206,3.1780116558,UMAP
Europe & Central Asia,ECS,1976,,,,,-0.5316247532,0.1638193536,0.1767348578,,16.0895576477,3.2710590363,UMAP
European Union,EUU,1976,,,,,-0.5693672840,0.0585883918,0.2533223380,,16.2156391144,3.1673145294,UMAP
Faroe Islands,FRO,1976,,,,,0.2054620906,-0.2349318993,,,21.0615539551,3.0389177799,UMAP
Fiji,FJI,1976,,,,,,-0.2348617699,-0.0955136968,,21.1931362152,2.9008703232,UMAP
Finland,FIN,1976,,0.0305839958,,,-0.5351754987,-0.2297091363,-0.4838459648,-0.7302735755,18.7623920441,2.3672740459,UMAP
Fragile and conflict affected situations,FCS,1976,,,-0.7800533204,,,-0.2018106738,0.9276451891,,20.9758453369,3.0551540852,UMAP
France,FRA,1976,,-0.0283069980,,,-0.7033055605,-0.1740389347,0.1723464574,-0.6051012986,17.8734893799,3.0991072655,UMAP
French Polynesia,PYF,1976,,,,,,-0.2348555274,0.7921885127,,21.2120666504,2.6437506676,UMAP
Gabon,GAB,1976,,,-0.7603240553,,0.2994911764,-0.2344789551,5.2444119848,,20.0295276642,3.3185408115,UMAP
"Gambia, The",GMB,1976,,,-0.7171794131,,0.2154288228,-0.2349580744,0.6537933581,,20.4579086304,3.2239956856,UMAP
Georgia,GEO,1976,,,,,,,0.4505669274,,16.0196876526,4.1745843887,UMAP
Germany,DEU,1976,,-0.0954584590,,,-0.7523776304,-0.1487088166,0.2638070769,,16.5139007568,2.9820961952,UMAP
Ghana,GHA,1976,,,-0.9517408955,,-0.8797779422,-0.2345193316,-1.1129251264,,19.2353763580,2.1895630360,UMAP
Greece,GRC,1976,,0.0141245001,,,-0.8360251953,-0.2298964699,0.5727220242,,18.1072540283,3.7729694843,UMAP
Greenland,GRL,1976,,,,,,-0.2349368094,0.4277837790,,20.3944664001,2.3187994957,UMAP
Guam,GUM,1976,,,,,,,,0.1459323628,18.0652694702,4.4376988411,UMAP
Guatemala,GTM,1976,,,,,-0.5372975931,-0.2342547286,0.6596448381,,18.4371452332,3.1616141796,UMAP
Guinea,GIN,1976,,,,,,-0.2338582520,0.7466871110,,20.4641819000,1.9644728899,UMAP
Guinea-Bissau,GNB,1976,,,,,-0.8510903076,-0.2349283137,0.2628648762,,17.2777042389,3.3394577503,UMAP
Guyana,GUY,1976,,,,,1.5862520845,-0.2349014759,-0.2902253551,,18.8628139496,2.2782783508,UMAP
Haiti,HTI,1976,,,-0.7457693930,,,-0.2348312655,0.8303789673,,20.4968547821,2.9850697517,UMAP
Heavily indebted poor countries (HIPC),HPC,1976,,,-0.8201282050,,,-0.2221906565,0.0868326557,,20.7742710114,3.7945847511,UMAP
High income,HIC,1976,,,,,-0.7523569931,0.6446315881,0.2675960800,,15.8017549515,3.7274036407,UMAP
Honduras,HND,1976,,,,,-0.0900909091,-0.2347537060,1.1651446338,,19.6948585510,4.1399493217,UMAP
"Hong Kong SAR, China",HKG,1976,,,,,1.8051069763,-0.2328472356,2.0846495331,-0.5129605948,18.7433509827,2.3375699520,UMAP
Hungary,HUN,1976,,,,,,-0.2327878263,0.0447398686,,20.7041950226,2.7369945049,UMAP
IBRD only,IBD,1976,,,,,-1.0916023684,-0.0047599839,0.4802405030,,15.6736574173,4.4389142990,UMAP
IDA & IBRD total,IBT,1976,,,,,-1.0738889237,0.0253253807,0.4633303872,,15.8172464371,4.3909249306,UMAP
IDA blend,IDB,1976,,,-0.7511268040,,,-0.2228318602,0.5682387856,,17.9519729614,4.0165848732,UMAP
IDA only,IDX,1976,,,-0.9233473410,,,-0.2177440014,0.1017266882,,21.4447383881,4.1368999481,UMAP
IDA total,IDA,1976,,,-0.8422483932,,,-0.2056795577,0.3504302002,,17.4453945160,2.9811227322,UMAP
Iceland,ISL,1976,,0.2514617671,-0.4713395168,,-0.1707563475,-0.2347005408,0.4278095875,,19.9385623932,2.3958406448,UMAP
India,IND,1976,,-0.2437793874,-0.6638268676,,-1.2526146239,-0.2179901894,-0.2697369376,,19.3289890289,4.3768143654,UMAP
Indonesia,IDN,1976,,0.0990724293,,,-0.6582908158,-0.2288133479,0.5783504824,-1.0484197793,17.9443950653,3.9826185703,UMAP
"Iran, Islamic Rep.",IRN,1976,,,-0.5726103122,,-0.2169858261,-0.2237221787,2.4250257041,,19.6707534790,3.7639577389,UMAP
Iraq,IRQ,1976,,,-0.9361342410,,0.3309418749,-0.2320404743,2.2488099218,,19.6091289520,3.6634049416,UMAP
Ireland,IRL,1976,,,,,0.2907234162,-0.2334132399,-0.3132977592,,18.6730060577,3.3871595860,UMAP
Isle of Man,IMN,1976,,,,,,,,-0.7737361717,18.0845680237,2.6693592072,UMAP
Israel,ISR,1976,,0.2424200765,-0.2918658878,,-0.1796593289,-0.2323378921,-0.4873983843,-0.7789516832,18.1549205780,2.4315686226,UMAP
Italy,ITA,1976,,0.0589417931,,,-0.6958555679,-0.1977290024,0.6171256035,-0.2278459641,18.1300773621,4.0625185966,UMAP
Jamaica,JAM,1976,,,-0.4324763368,,-0.1874260585,-0.2344861268,-1.6266460580,2.4094643702,18.4277248383,5.1572580338,UMAP
Japan,JPN,1976,,-0.0314462972,1.8823495378,,-1.0167562716,-0.1359379226,0.1056227334,-1.0345117486,19.9972972870,3.9495103359,UMAP
Jordan,JOR,1976,,,-0.3428517300,,0.7024765697,-0.2346940858,,,21.1596374512,2.2534592152,UMAP
Kenya,KEN,1976,,,-0.6893059208,,-0.2411671899,-0.2344020351,-0.1900401814,,20.2872257233,3.4570503235,UMAP
Kiribati,KIR,1976,,,,,0.7363335487,-0.2349711295,-4.8858826015,,18.4608879089,3.1321218014,UMAP
"Korea, Rep.",KOR,1976,,0.0428763983,-0.3544021974,,-0.4443370888,-0.2300315910,1.6068896234,-0.7201902532,18.3576068878,2.7237739563,UMAP
Kuwait,KWT,1976,,,-0.5168218389,,0.6694753390,-0.2328049190,0.5328275757,,20.0535068512,3.5798053741,UMAP
Late-demographic dividend,LTE,1976,,,,,-1.1332690381,-0.1024119338,0.5336819810,,16.0533638000,4.7673149109,UMAP
Latin America & Caribbean,LCN,1976,,,,,-0.9709081325,-0.1628108651,0.3420468378,,16.9666423798,2.6991391182,UMAP
Latin America & Caribbean (excluding high income),LAC,1976,,,,,-1.0758967599,-0.1737033419,0.3535918535,,17.0780525208,2.8630480766,UMAP
Latin America & the Caribbean (IDA & IBRD countries),TLA,1976,,,-0.1711126729,,-1.0028583930,-0.1670375962,0.3388485831,,16.8680191040,2.9242794514,UMAP
Least developed countries: UN classification,LDC,1976,,,-0.9230153074,,,-0.2206950163,0.0888135996,,21.3980770111,4.1138997078,UMAP
Lesotho,LSO,1976,,,-0.8770916114,,1.5756429983,-0.2349522087,1.2541893741,,18.6086330414,2.9054183960,UMAP
Liberia,LBR,1976,,,-1.0862048869,,,-0.2348779541,0.3224966963,,20.5882854462,3.7868542671,UMAP
Libya,LBY,1976,,,-0.7935686935,,,-0.2318185255,3.1752183219,,21.1754398346,3.6547188759,UMAP
Liechtenstein,LIE,1976,,,,,,-0.2349315655,0.2328632556,,20.3308658600,2.4933860302,UMAP
Low & middle income,LMY,1976,,,,,-1.0911419622,-0.0351900398,0.4746463833,,15.6574525833,4.5576457977,UMAP
Low income,LIC,1976,,,-0.9033371635,,,-0.2264660344,,,18.1019821167,3.6123123169,UMAP
Lower middle income,LMC,1976,,,-0.7037426730,,-0.9875393018,-0.1875883126,0.3502262191,,17.2844543457,2.6508696079,UMAP
Luxembourg,LUX,1976,,-0.0261615597,,,1.7656872034,-0.2344104619,-0.1282837869,,19.9116115570,3.6942324638,UMAP
Madagascar,MDG,1976,,,-0.7668928453,,-0.8613115549,-0.2346158114,-1.0380239435,,19.5256729126,2.8033308983,UMAP
Malawi,MWI,1976,,,,,,,0.2716771823,,16.2645969391,3.5338451862,UMAP
Malaysia,MYS,1976,,,-0.2771825953,,0.3292336791,-0.2331492268,1.3377015786,,19.8934211731,4.0160636902,UMAP
Maldives,MDV,1976,,,,,,-0.2349729234,-0.4425381599,,20.0798721313,1.7709697485,UMAP
Mali,MLI,1976,,,-0.4374234826,,-0.8741321681,-0.2348213055,1.6721573186,,20.1007843018,3.7665898800,UMAP
Malta,MLT,1976,,,,,1.6811762512,-0.2348893215,2.2231545525,,18.9231700897,3.6579833031,UMAP
Marshall Islands,MHL,1976,,,,,,-0.2349736255,-0.4810938191,,19.3180599213,1.9683442116,UMAP
Mauritania,MRT,1976,,,-0.6418438783,,0.1458796753,-0.2348484567,0.8477953716,,19.8566112518,3.1796195507,UMAP
Mauritius,MUS,1976,,,-0.4836135589,,0.6004163278,-0.2348586329,3.3167147445,,20.5978031158,2.1401360035,UMAP
Mexico,MEX,1976,,0.0490861229,,,-1.1432967984,-0.2202790270,0.1774610748,,18.1395416260,3.2122538090,UMAP
"Micronesia, Fed. Sts.",FSM,1976,,,,,,-0.2349688860,-0.4819073731,,19.7291622162,1.8147051334,UMAP
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1976,,,-0.6525718720,,-0.0963364799,-0.1851483624,1.7092894088,,19.1234741211,2.8144657612,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1976,,,-0.5677311120,,-0.3221905331,-0.2053208771,1.9225538360,,18.5011711121,1.9130687714,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1976,,,-0.5677311120,,-0.3221905331,-0.2050859892,1.9225538360,,18.4171485901,1.9648540020,UMAP
Middle income,MIC,1976,,,,,-1.0933187945,-0.0430286286,0.4861125423,,15.7567958832,4.6189279556,UMAP
Monaco,MCO,1976,,,,,,-0.2348550255,0.1765168873,,18.9065780640,2.7870485783,UMAP
Morocco,MAR,1976,,,,,-0.4293033805,-0.2333916520,1.2158156609,,19.2144622803,2.4748613834,UMAP
Myanmar,MMR,1976,,,-0.9765225012,,,-0.2347774038,0.4474599624,,20.4443206787,4.0906620026,UMAP
Nauru,NRU,1976,,,,,,-0.2349699652,-0.9970908887,,19.7361545563,2.2538144588,UMAP
Nepal,NPL,1976,,-0.1873413800,-1.0064345432,,-1.0135515546,-0.2347363768,0.1743911562,,19.1348304749,3.0034999847,UMAP
Netherlands,NLD,1976,,-0.0382300861,,,0.3224384599,-0.2168965944,0.1837713345,,18.1404819489,3.5308365822,UMAP
New Caledonia,NCL,1976,,,,,,-0.2348446088,-0.1663299738,,21.3779525757,2.7402443886,UMAP
New Zealand,NZL,1976,,0.0625958349,,,-0.4037360108,-0.2327267675,-0.3889573450,,19.3385353088,2.2442471981,UMAP
Nicaragua,NIC,1976,,,,,-0.2287583886,-0.2346728555,0.3060528230,,18.1125125885,2.2870285511,UMAP
Niger,NER,1976,,,-0.8259493891,,-0.3907966384,-0.2348005861,-0.4296465161,,19.7922496796,1.8842281103,UMAP
Nigeria,NGA,1976,,,-0.9105022149,,,-0.2289721503,0.9283665940,,21.1268882751,3.4878964424,UMAP
North America,NAC,1976,,-0.0655379843,0.9582836164,,-1.1413129613,0.1091743311,0.3424355695,,15.8648262024,4.0733709335,UMAP
Norway,NOR,1976,,-0.0341000091,,,0.0452935182,-0.2290327778,0.4060802157,-1.0762358409,18.1919612885,3.3131444454,UMAP
OECD members,OED,1976,,0.0159884373,,,-0.8572721438,0.6071939774,0.2285470878,,15.8936262131,3.6305141449,UMAP
Oman,OMN,1976,,,-0.7669975878,,0.6264351948,-0.2345532386,2.7951584544,,18.7809047699,3.1703646183,UMAP
Other small states,OSS,1976,,,,,,-0.2335409247,2.1195801383,,20.7659168243,2.4421017170,UMAP
Pacific island small states,PSS,1976,,,,,,-0.2347885104,-0.3765236607,,20.5412921906,1.6146748066,UMAP
Pakistan,PAK,1976,,,-0.5598629066,,-0.9349506513,-0.2327989941,0.2974046688,-1.0518967870,17.6694946289,2.1908984184,UMAP
Palau,PLW,1976,,,,,,-0.2349732599,-0.5465023278,,20.1471328735,1.6062977314,UMAP
Panama,PAN,1976,,,,,1.1924974888,-0.2345486270,-0.2695164964,-0.2226304525,18.9230632782,4.4506616592,UMAP
Papua New Guinea,PNG,1976,,,,,0.1198602256,-0.2347266109,-1.0899129937,,18.9392890930,3.7951452732,UMAP
Paraguay,PRY,1976,,,-0.6406850999,,-0.8611077092,-0.2346956669,0.6821617228,,19.4297103882,3.8044035435,UMAP
Peru,PER,1976,,,-0.8894886665,,-0.8862916441,-0.2323088512,-0.3048057611,-0.4781905179,18.5783138275,2.5674359798,UMAP
Philippines,PHL,1976,,,-0.5543758980,,,-0.2317715413,0.8855116172,-0.5477306717,21.4488334656,3.4426302910,UMAP
Portugal,PRT,1976,,0.1154675207,,,-0.7624187980,-0.2316141440,0.5805693833,-0.2695700564,18.5100021362,4.2893772125,UMAP
Post-demographic dividend,PST,1976,,-0.0272342788,,,-0.8007309306,0.5845996849,0.2307131559,,15.9816436768,3.5219743252,UMAP
Pre-demographic dividend,PRE,1976,,,-0.8573282806,,,-0.2143597944,0.5863795461,,17.9906768799,4.2164025307,UMAP
Puerto Rico (US),PRI,1976,,,,,0.4213010765,-0.2334934711,0.4738747621,2.0339475395,18.2185268402,4.8848433495,UMAP
Qatar,QAT,1976,,,-0.8058051530,,,-0.2344335002,0.8157789138,,21.3824424744,3.7790846825,UMAP
Rwanda,RWA,1976,,,-1.0114116361,,-0.8360077507,-0.2348711609,2.6270260110,,19.1780185699,3.9561388493,UMAP
Samoa,WSM,1976,,,,,,-0.2349625705,0.9737761278,,20.9529323578,1.8110018969,UMAP
Sao Tome and Principe,STP,1976,,,,,,-0.2349680217,-0.2735945474,,19.2079582214,4.3188290596,UMAP
Saudi Arabia,SAU,1976,,,-0.9884455865,,0.1479281608,-0.2243918745,1.9319543527,,19.3641700745,3.4283425808,UMAP
Senegal,SEN,1976,,,-0.6664269745,,-0.4397047536,-0.2345020463,0.9085832035,,19.7751674652,2.7786607742,UMAP
Seychelles,SYC,1976,,,-0.5448709970,,0.4059011893,-0.2349684782,2.1030978925,,19.8664016724,2.6661622524,UMAP
Sierra Leone,SLE,1976,,,-0.9348938289,,-0.5115099566,-0.2348782625,-0.6126892384,,18.9272575378,3.5742056370,UMAP
Singapore,SGP,1976,,,0.2839380356,,4.5144229150,-0.2339303053,0.6677468554,-0.6033627948,19.7956428528,2.1616160870,UMAP
Small states,SST,1976,,,,,,-0.2325006689,1.1884031613,,20.3751754761,3.7285194397,UMAP
Solomon Islands,SLB,1976,,,,,,-0.2349628850,,,18.8468341827,1.8725003004,UMAP
"Somalia, Fed. Rep.",SOM,1976,,,-0.9420485341,,-0.8869232792,-0.2348325315,-0.8397943161,,19.0948581696,4.0539302826,UMAP
South Africa,ZAF,1976,,-0.0108924372,0.2212950334,,-0.5427102288,-0.2281714884,-0.1744704206,,21.4651355743,2.9175267220,UMAP
South Asia,SAS,1976,,,-0.7024120272,,-1.2042685011,-0.2154646126,-0.1826727864,,19.6842861176,4.6132531166,UMAP
South Asia (IDA & IBRD),TSA,1976,,,-0.7024120272,,-1.2042685011,-0.2154646126,-0.1826727864,,19.6918334961,4.6548085213,UMAP
Spain,ESP,1976,,0.0715598634,,,-0.9119990948,-0.2153928412,-0.0033529120,-0.8780464024,17.7875442505,3.3778021336,UMAP
Sri Lanka,LKA,1976,,,-0.7818471082,,-0.3155100778,-0.2343827234,0.0017314748,,20.3350181580,4.4303269386,UMAP
St. Kitts and Nevis,KNA,1976,,,,,,-0.2349716506,,,19.5542011261,2.9026076794,UMAP
St. Vincent and the Grenadines,VCT,1976,,,-0.3496494405,,,-0.2349712046,1.1450324898,,20.0758857727,4.6691393852,UMAP
Sub-Saharan Africa,SSF,1976,,,-0.5288633584,,,-0.2077404373,0.3002870215,,16.7784328461,2.4429965019,UMAP
Sub-Saharan Africa (IDA & IBRD countries),TSS,1976,,,-0.5288633584,,,-0.2077404373,0.3002870215,,16.9247703552,2.2582185268,UMAP
Sub-Saharan Africa (excluding high income),SSA,1976,,,-0.5120186811,,,-0.2085743936,0.3161781328,,16.7976436615,2.4141917229,UMAP
Sudan,SDN,1976,,,-0.8315011819,,-0.9070112486,-0.2339822101,2.1660245457,,18.8731765747,1.6669572592,UMAP
Suriname,SUR,1976,,,-0.5461711095,,,-0.2348930320,0.8890180793,,18.6347332001,1.4099056721,UMAP
Sweden,SWE,1976,,-0.0205201681,-0.2488613686,,-0.4847304117,-0.2202198870,-0.3679652626,-1.1023133986,20.1238784790,1.4077309370,UMAP
Switzerland,CHE,1976,,-0.1270582006,0.8350648298,,0.0479713796,-0.2236525190,-0.7676629485,-1.2605172485,19.3870124817,1.3413523436,UMAP
Syrian Arab Republic,SYR,1976,,,-0.9821949583,,-0.4455247824,-0.2337142547,1.4498861537,-0.3043401333,19.0849800110,4.5308604240,UMAP
Tanzania,TZA,1976,,,-1.0694728212,,,-0.2339062545,-0.0029923472,,20.9883651733,4.1959028244,UMAP
Thailand,THA,1976,,,,,-0.6595959177,-0.2321677475,0.9745517546,-1.2779022870,21.0560932159,1.6451210976,UMAP
Togo,TGO,1976,,,-0.7251386620,,-0.0565746893,-0.2348319796,-0.8728480874,,19.0053176880,1.7251459360,UMAP
Tonga,TON,1976,,,-0.8894633511,,0.1397661264,-0.2349716604,,,20.6081962585,1.7981686592,UMAP
Trinidad and Tobago,TTO,1976,,,-0.6014477094,,,-0.2345631270,0.5001866221,,21.0324687958,3.8235106468,UMAP
Tunisia,TUN,1976,,,-0.1447570737,,-0.2629544988,-0.2342310983,0.7391347726,,19.4937953949,1.5550415516,UMAP
Turkiye,TUR,1976,,0.0694476332,,,-1.1990252591,-0.2264682316,1.1587291748,,19.5434722900,4.9125957489,UMAP
Tuvalu,TUV,1976,,,,,,-0.2349759795,-0.6769718755,,19.7512054443,1.3559818268,UMAP
Uganda,UGA,1976,,,,,-1.0914013078,-0.2345719124,,,21.4057979584,3.6373937130,UMAP
United Arab Emirates,ARE,1976,,,,,,-0.2317993067,2.1435597277,,21.2443580627,2.3344993591,UMAP
United Kingdom,GBR,1976,,0.0582596011,-0.4362291995,,-0.3750691916,-0.1965086637,-0.0672461468,-0.4260354025,21.2582130432,2.8457138538,UMAP
United States,USA,1976,,-0.0767546825,1.0657462168,,-1.1887137241,0.0748335003,0.3350471888,-0.0435645564,16.1260986328,4.1722722054,UMAP
Upper middle income,UMC,1976,,,,,-1.1123146346,-0.0904395002,0.5243675096,,15.8473234177,4.5703501701,UMAP
Uruguay,URY,1976,,,-0.5567812307,,-0.7245680279,-0.2343701813,0.0992072069,,19.0325889587,1.7629674673,UMAP
"Venezuela, RB",VEN,1976,,,-0.3930683375,,-0.3516780134,-0.2297807123,0.7149246393,-0.2800010794,20.6838340759,2.2424488068,UMAP
World,WLD,1976,,,,,-0.8597935353,0.8497766976,0.3020425976,,15.9371881485,3.6780149937,UMAP
Zambia,ZMB,1976,,,,,,-0.2345230351,0.4702845429,,21.4978618622,3.2267990112,UMAP
Zimbabwe,ZWE,1976,,,,,-0.6868062323,-0.2342624892,-0.4642886305,,18.9025592804,1.6170935631,UMAP
Africa Eastern and Southern,AFE,1977,,,-0.3453215366,,,-0.2169134251,-0.3578107588,,25.2809257507,7.3951802254,UMAP
Africa Western and Central,AFW,1977,,,-0.7471374850,,,-0.2231044476,0.1992178783,,25.0840568542,7.2250571251,UMAP
Algeria,DZA,1977,,,0.1053056122,,-0.0813821041,-0.2315084245,0.3140298700,,24.5721473694,9.2356328964,UMAP
American Samoa,ASM,1977,,,,,,,,1.2029427011,24.2670936584,9.2724409103,UMAP
Andorra,AND,1977,,,,,,-0.2349346234,-0.0788859112,,24.8503875732,7.9824585915,UMAP
Antigua and Barbuda,ATG,1977,,,-0.1323163973,,,-0.2349638100,,,23.4096717834,9.9246482849,UMAP
Arab World,ARB,1977,,,-0.7015960505,,0.1018511524,-0.1949118583,0.5341681746,,25.8043231964,9.2523632050,UMAP
Argentina,ARG,1977,,,-0.6519305540,,-1.1711343021,-0.2255866328,0.5860760799,-0.8954314409,26.5262126923,8.4279642105,UMAP
Australia,AUS,1977,,0.0052049630,-0.4357355604,,-0.9411554282,-0.2167274586,0.0439482891,,24.3190383911,8.6473979950,UMAP
Austria,AUT,1977,,-0.0798782210,,,-0.3138011479,-0.2264857840,0.2850313847,-1.0692818255,23.1089839935,8.8909721375,UMAP
"Bahamas, The",BHS,1977,,,0.0964836341,,1.4231882011,-0.2348587173,0.9466448085,2.2443065049,25.1492309570,8.7684316635,UMAP
Bahrain,BHR,1977,,,-0.1450379263,,,-0.2346476925,1.5738007067,,24.6596813202,7.0195431709,UMAP
Bangladesh,BGD,1977,,,-0.9736750671,,-1.1223393435,-0.2333805965,-0.1057598580,,25.2508354187,9.3805627823,UMAP
Barbados,BRB,1977,,,-0.2408851614,,,-0.2348947522,0.0515924459,0.7822247704,24.7194213867,8.0587558746,UMAP
Belgium,BEL,1977,,-0.0598860217,,,0.3780671059,-0.2212772162,-0.4380972263,-0.3964808371,23.5236625671,7.8384976387,UMAP
